question,label
How many people are affected by Lennox-Gastaut syndrome ?,information
What are the genetic changes related to Lennox-Gastaut syndrome ?,information
Is Lennox-Gastaut syndrome inherited ?,information
What are the treatments for Lennox-Gastaut syndrome ?,treatment
What is (are) nonsyndromic aplasia cutis congenita ?,information
How many people are affected by nonsyndromic aplasia cutis congenita ?,information
What are the genetic changes related to nonsyndromic aplasia cutis congenita ?,information
Is nonsyndromic aplasia cutis congenita inherited ?,information
What are the treatments for nonsyndromic aplasia cutis congenita ?,treatment
What is (are) DOORS syndrome ?,information
How many people are affected by DOORS syndrome ?,information
What are the genetic changes related to DOORS syndrome ?,information
Is DOORS syndrome inherited ?,information
What are the treatments for DOORS syndrome ?,treatment
What is (are) Arts syndrome ?,information
How many people are affected by Arts syndrome ?,information
What are the genetic changes related to Arts syndrome ?,information
Is Arts syndrome inherited ?,information
What are the treatments for Arts syndrome ?,treatment
What is (are) triple A syndrome ?,information
How many people are affected by triple A syndrome ?,information
What are the genetic changes related to triple A syndrome ?,information
Is triple A syndrome inherited ?,information
What are the treatments for triple A syndrome ?,treatment
What is (are) ichthyosis with confetti ?,information
How many people are affected by ichthyosis with confetti ?,information
What are the genetic changes related to ichthyosis with confetti ?,information
Is ichthyosis with confetti inherited ?,information
What are the treatments for ichthyosis with confetti ?,treatment
What is (are) congenital leptin deficiency ?,information
How many people are affected by congenital leptin deficiency ?,information
What are the genetic changes related to congenital leptin deficiency ?,information
Is congenital leptin deficiency inherited ?,information
What are the treatments for congenital leptin deficiency ?,treatment
What is (are) erythromelalgia ?,information
How many people are affected by erythromelalgia ?,information
What are the genetic changes related to erythromelalgia ?,information
Is erythromelalgia inherited ?,information
What are the treatments for erythromelalgia ?,treatment
What is (are) glucose phosphate isomerase deficiency ?,information
How many people are affected by glucose phosphate isomerase deficiency ?,information
What are the genetic changes related to glucose phosphate isomerase deficiency ?,information
Is glucose phosphate isomerase deficiency inherited ?,information
What are the treatments for glucose phosphate isomerase deficiency ?,treatment
What is (are) glucose-6-phosphate dehydrogenase deficiency ?,information
How many people are affected by glucose-6-phosphate dehydrogenase deficiency ?,information
What are the genetic changes related to glucose-6-phosphate dehydrogenase deficiency ?,information
Is glucose-6-phosphate dehydrogenase deficiency inherited ?,information
What are the treatments for glucose-6-phosphate dehydrogenase deficiency ?,treatment
What is (are) North American Indian childhood cirrhosis ?,information
How many people are affected by North American Indian childhood cirrhosis ?,information
What are the genetic changes related to North American Indian childhood cirrhosis ?,information
Is North American Indian childhood cirrhosis inherited ?,information
What are the treatments for North American Indian childhood cirrhosis ?,treatment
What is (are) factor XIII deficiency ?,information
How many people are affected by factor XIII deficiency ?,information
What are the genetic changes related to factor XIII deficiency ?,information
Is factor XIII deficiency inherited ?,information
What are the treatments for factor XIII deficiency ?,treatment
What is (are) cryptogenic cirrhosis ?,information
How many people are affected by cryptogenic cirrhosis ?,information
What are the genetic changes related to cryptogenic cirrhosis ?,information
Is cryptogenic cirrhosis inherited ?,information
What are the treatments for cryptogenic cirrhosis ?,treatment
What is (are) medullary cystic kidney disease type 1 ?,information
How many people are affected by medullary cystic kidney disease type 1 ?,information
What are the genetic changes related to medullary cystic kidney disease type 1 ?,information
Is medullary cystic kidney disease type 1 inherited ?,information
What are the treatments for medullary cystic kidney disease type 1 ?,treatment
What is (are) Gilbert syndrome ?,information
How many people are affected by Gilbert syndrome ?,information
What are the genetic changes related to Gilbert syndrome ?,information
Is Gilbert syndrome inherited ?,information
What are the treatments for Gilbert syndrome ?,treatment
What is (are) glycogen storage disease type IX ?,information
How many people are affected by glycogen storage disease type IX ?,information
What are the genetic changes related to glycogen storage disease type IX ?,information
Is glycogen storage disease type IX inherited ?,information
What are the treatments for glycogen storage disease type IX ?,treatment
What is (are) nonsyndromic holoprosencephaly ?,information
How many people are affected by nonsyndromic holoprosencephaly ?,information
What are the genetic changes related to nonsyndromic holoprosencephaly ?,information
Is nonsyndromic holoprosencephaly inherited ?,information
What are the treatments for nonsyndromic holoprosencephaly ?,treatment
What is (are) succinic semialdehyde dehydrogenase deficiency ?,information
How many people are affected by succinic semialdehyde dehydrogenase deficiency ?,information
What are the genetic changes related to succinic semialdehyde dehydrogenase deficiency ?,information
Is succinic semialdehyde dehydrogenase deficiency inherited ?,information
What are the treatments for succinic semialdehyde dehydrogenase deficiency ?,treatment
What is (are) familial erythrocytosis ?,information
How many people are affected by familial erythrocytosis ?,information
What are the genetic changes related to familial erythrocytosis ?,information
Is familial erythrocytosis inherited ?,information
What are the treatments for familial erythrocytosis ?,treatment
What is (are) autosomal dominant congenital stationary night blindness ?,information
How many people are affected by autosomal dominant congenital stationary night blindness ?,information
What are the genetic changes related to autosomal dominant congenital stationary night blindness ?,information
Is autosomal dominant congenital stationary night blindness inherited ?,information
What are the treatments for autosomal dominant congenital stationary night blindness ?,treatment
What is (are) Romano-Ward syndrome ?,information
How many people are affected by Romano-Ward syndrome ?,information
What are the genetic changes related to Romano-Ward syndrome ?,information
Is Romano-Ward syndrome inherited ?,information
What are the treatments for Romano-Ward syndrome ?,treatment
What is (are) Timothy syndrome ?,information
How many people are affected by Timothy syndrome ?,information
What are the genetic changes related to Timothy syndrome ?,information
Is Timothy syndrome inherited ?,information
What are the treatments for Timothy syndrome ?,treatment
What is (are) phosphoglycerate kinase deficiency ?,information
How many people are affected by phosphoglycerate kinase deficiency ?,information
What are the genetic changes related to phosphoglycerate kinase deficiency ?,information
Is phosphoglycerate kinase deficiency inherited ?,information
What are the treatments for phosphoglycerate kinase deficiency ?,treatment
What is (are) fumarase deficiency ?,information
How many people are affected by fumarase deficiency ?,information
What are the genetic changes related to fumarase deficiency ?,information
Is fumarase deficiency inherited ?,information
What are the treatments for fumarase deficiency ?,treatment
What is (are) 3-methylglutaconyl-CoA hydratase deficiency ?,information
How many people are affected by 3-methylglutaconyl-CoA hydratase deficiency ?,information
What are the genetic changes related to 3-methylglutaconyl-CoA hydratase deficiency ?,information
Is 3-methylglutaconyl-CoA hydratase deficiency inherited ?,information
What are the treatments for 3-methylglutaconyl-CoA hydratase deficiency ?,treatment
What is (are) fragile X-associated tremor/ataxia syndrome ?,information
How many people are affected by fragile X-associated tremor/ataxia syndrome ?,information
What are the genetic changes related to fragile X-associated tremor/ataxia syndrome ?,information
Is fragile X-associated tremor/ataxia syndrome inherited ?,information
What are the treatments for fragile X-associated tremor/ataxia syndrome ?,treatment
What is (are) Perry syndrome ?,information
How many people are affected by Perry syndrome ?,information
What are the genetic changes related to Perry syndrome ?,information
Is Perry syndrome inherited ?,information
What are the treatments for Perry syndrome ?,treatment
What is (are) von Hippel-Lindau syndrome ?,information
How many people are affected by von Hippel-Lindau syndrome ?,information
What are the genetic changes related to von Hippel-Lindau syndrome ?,information
Is von Hippel-Lindau syndrome inherited ?,information
What are the treatments for von Hippel-Lindau syndrome ?,treatment
What is (are) cerebrotendinous xanthomatosis ?,information
How many people are affected by cerebrotendinous xanthomatosis ?,information
What are the genetic changes related to cerebrotendinous xanthomatosis ?,information
Is cerebrotendinous xanthomatosis inherited ?,information
What are the treatments for cerebrotendinous xanthomatosis ?,treatment
What is (are) lymphedema-distichiasis syndrome ?,information
How many people are affected by lymphedema-distichiasis syndrome ?,information
What are the genetic changes related to lymphedema-distichiasis syndrome ?,information
Is lymphedema-distichiasis syndrome inherited ?,information
What are the treatments for lymphedema-distichiasis syndrome ?,treatment
What is (are) Jacobsen syndrome ?,information
How many people are affected by Jacobsen syndrome ?,information
What are the genetic changes related to Jacobsen syndrome ?,information
Is Jacobsen syndrome inherited ?,information
What are the treatments for Jacobsen syndrome ?,treatment
What is (are) Mainzer-Saldino syndrome ?,information
How many people are affected by Mainzer-Saldino syndrome ?,information
What are the genetic changes related to Mainzer-Saldino syndrome ?,information
Is Mainzer-Saldino syndrome inherited ?,information
What are the treatments for Mainzer-Saldino syndrome ?,treatment
What is (are) Angelman syndrome ?,information
How many people are affected by Angelman syndrome ?,information
What are the genetic changes related to Angelman syndrome ?,information
Is Angelman syndrome inherited ?,information
What are the treatments for Angelman syndrome ?,treatment
What is (are) mucopolysaccharidosis type I ?,information
How many people are affected by mucopolysaccharidosis type I ?,information
What are the genetic changes related to mucopolysaccharidosis type I ?,information
Is mucopolysaccharidosis type I inherited ?,information
What are the treatments for mucopolysaccharidosis type I ?,treatment
What is (are) autosomal dominant nocturnal frontal lobe epilepsy ?,information
How many people are affected by autosomal dominant nocturnal frontal lobe epilepsy ?,information
What are the genetic changes related to autosomal dominant nocturnal frontal lobe epilepsy ?,information
Is autosomal dominant nocturnal frontal lobe epilepsy inherited ?,information
What are the treatments for autosomal dominant nocturnal frontal lobe epilepsy ?,treatment
What is (are) ocular albinism ?,information
How many people are affected by ocular albinism ?,information
What are the genetic changes related to ocular albinism ?,information
Is ocular albinism inherited ?,information
What are the treatments for ocular albinism ?,treatment
What is (are) hereditary leiomyomatosis and renal cell cancer ?,information
How many people are affected by hereditary leiomyomatosis and renal cell cancer ?,information
What are the genetic changes related to hereditary leiomyomatosis and renal cell cancer ?,information
Is hereditary leiomyomatosis and renal cell cancer inherited ?,information
What are the treatments for hereditary leiomyomatosis and renal cell cancer ?,treatment
What is (are) gray platelet syndrome ?,information
How many people are affected by gray platelet syndrome ?,information
What are the genetic changes related to gray platelet syndrome ?,information
Is gray platelet syndrome inherited ?,information
What are the treatments for gray platelet syndrome ?,treatment
What is (are) Rothmund-Thomson syndrome ?,information
How many people are affected by Rothmund-Thomson syndrome ?,information
What are the genetic changes related to Rothmund-Thomson syndrome ?,information
Is Rothmund-Thomson syndrome inherited ?,information
What are the treatments for Rothmund-Thomson syndrome ?,treatment
What is (are) familial exudative vitreoretinopathy ?,information
How many people are affected by familial exudative vitreoretinopathy ?,information
What are the genetic changes related to familial exudative vitreoretinopathy ?,information
Is familial exudative vitreoretinopathy inherited ?,information
What are the treatments for familial exudative vitreoretinopathy ?,treatment
What is (are) spondyloperipheral dysplasia ?,information
How many people are affected by spondyloperipheral dysplasia ?,information
What are the genetic changes related to spondyloperipheral dysplasia ?,information
Is spondyloperipheral dysplasia inherited ?,information
What are the treatments for spondyloperipheral dysplasia ?,treatment
"What is (are) platyspondylic lethal skeletal dysplasia, Torrance type ?",information
"How many people are affected by platyspondylic lethal skeletal dysplasia, Torrance type ?",information
"What are the genetic changes related to platyspondylic lethal skeletal dysplasia, Torrance type ?",information
"Is platyspondylic lethal skeletal dysplasia, Torrance type inherited ?",information
"What are the treatments for platyspondylic lethal skeletal dysplasia, Torrance type ?",treatment
What is (are) Allan-Herndon-Dudley syndrome ?,information
How many people are affected by Allan-Herndon-Dudley syndrome ?,information
What are the genetic changes related to Allan-Herndon-Dudley syndrome ?,information
Is Allan-Herndon-Dudley syndrome inherited ?,information
What are the treatments for Allan-Herndon-Dudley syndrome ?,treatment
What is (are) triosephosphate isomerase deficiency ?,information
How many people are affected by triosephosphate isomerase deficiency ?,information
What are the genetic changes related to triosephosphate isomerase deficiency ?,information
Is triosephosphate isomerase deficiency inherited ?,information
What are the treatments for triosephosphate isomerase deficiency ?,treatment
What is (are) Clouston syndrome ?,information
How many people are affected by Clouston syndrome ?,information
What are the genetic changes related to Clouston syndrome ?,information
Is Clouston syndrome inherited ?,information
What are the treatments for Clouston syndrome ?,treatment
What is (are) familial hypertrophic cardiomyopathy ?,information
How many people are affected by familial hypertrophic cardiomyopathy ?,information
What are the genetic changes related to familial hypertrophic cardiomyopathy ?,information
Is familial hypertrophic cardiomyopathy inherited ?,information
What are the treatments for familial hypertrophic cardiomyopathy ?,treatment
What is (are) keratitis-ichthyosis-deafness syndrome ?,information
How many people are affected by keratitis-ichthyosis-deafness syndrome ?,information
What are the genetic changes related to keratitis-ichthyosis-deafness syndrome ?,information
Is keratitis-ichthyosis-deafness syndrome inherited ?,information
What are the treatments for keratitis-ichthyosis-deafness syndrome ?,treatment
What is (are) 7q11.23 duplication syndrome ?,information
How many people are affected by 7q11.23 duplication syndrome ?,information
What are the genetic changes related to 7q11.23 duplication syndrome ?,information
Is 7q11.23 duplication syndrome inherited ?,information
What are the treatments for 7q11.23 duplication syndrome ?,treatment
What is (are) 22q13.3 deletion syndrome ?,information
How many people are affected by 22q13.3 deletion syndrome ?,information
What are the genetic changes related to 22q13.3 deletion syndrome ?,information
Is 22q13.3 deletion syndrome inherited ?,information
What are the treatments for 22q13.3 deletion syndrome ?,treatment
What is (are) ALG6-congenital disorder of glycosylation ?,information
How many people are affected by ALG6-congenital disorder of glycosylation ?,information
What are the genetic changes related to ALG6-congenital disorder of glycosylation ?,information
Is ALG6-congenital disorder of glycosylation inherited ?,information
What are the treatments for ALG6-congenital disorder of glycosylation ?,treatment
What is (are) sialuria ?,information
How many people are affected by sialuria ?,information
What are the genetic changes related to sialuria ?,information
Is sialuria inherited ?,information
What are the treatments for sialuria ?,treatment
What is (are) Schindler disease ?,information
How many people are affected by Schindler disease ?,information
What are the genetic changes related to Schindler disease ?,information
Is Schindler disease inherited ?,information
What are the treatments for Schindler disease ?,treatment
What is (are) Lynch syndrome ?,information
How many people are affected by Lynch syndrome ?,information
What are the genetic changes related to Lynch syndrome ?,information
Is Lynch syndrome inherited ?,information
What are the treatments for Lynch syndrome ?,treatment
What is (are) Gaucher disease ?,information
How many people are affected by Gaucher disease ?,information
What are the genetic changes related to Gaucher disease ?,information
Is Gaucher disease inherited ?,information
What are the treatments for Gaucher disease ?,treatment
What is (are) Cockayne syndrome ?,information
How many people are affected by Cockayne syndrome ?,information
What are the genetic changes related to Cockayne syndrome ?,information
Is Cockayne syndrome inherited ?,information
What are the treatments for Cockayne syndrome ?,treatment
What is (are) actin-accumulation myopathy ?,information
How many people are affected by actin-accumulation myopathy ?,information
What are the genetic changes related to actin-accumulation myopathy ?,information
Is actin-accumulation myopathy inherited ?,information
What are the treatments for actin-accumulation myopathy ?,treatment
What is (are) Hirschsprung disease ?,information
How many people are affected by Hirschsprung disease ?,information
What are the genetic changes related to Hirschsprung disease ?,information
Is Hirschsprung disease inherited ?,information
What are the treatments for Hirschsprung disease ?,treatment
What is (are) fragile X syndrome ?,information
How many people are affected by fragile X syndrome ?,information
What are the genetic changes related to fragile X syndrome ?,information
Is fragile X syndrome inherited ?,information
What are the treatments for fragile X syndrome ?,treatment
What is (are) ZAP70-related severe combined immunodeficiency ?,information
How many people are affected by ZAP70-related severe combined immunodeficiency ?,information
What are the genetic changes related to ZAP70-related severe combined immunodeficiency ?,information
Is ZAP70-related severe combined immunodeficiency inherited ?,information
What are the treatments for ZAP70-related severe combined immunodeficiency ?,treatment
What is (are) Cant syndrome ?,information
How many people are affected by Cant syndrome ?,information
What are the genetic changes related to Cant syndrome ?,information
Is Cant syndrome inherited ?,information
What are the treatments for Cant syndrome ?,treatment
What is (are) Russell-Silver syndrome ?,information
How many people are affected by Russell-Silver syndrome ?,information
What are the genetic changes related to Russell-Silver syndrome ?,information
Is Russell-Silver syndrome inherited ?,information
What are the treatments for Russell-Silver syndrome ?,treatment
What is (are) Hennekam syndrome ?,information
How many people are affected by Hennekam syndrome ?,information
What are the genetic changes related to Hennekam syndrome ?,information
Is Hennekam syndrome inherited ?,information
What are the treatments for Hennekam syndrome ?,treatment
What is (are) eosinophil peroxidase deficiency ?,information
How many people are affected by eosinophil peroxidase deficiency ?,information
What are the genetic changes related to eosinophil peroxidase deficiency ?,information
Is eosinophil peroxidase deficiency inherited ?,information
What are the treatments for eosinophil peroxidase deficiency ?,treatment
What is (are) Friedreich ataxia ?,information
How many people are affected by Friedreich ataxia ?,information
What are the genetic changes related to Friedreich ataxia ?,information
Is Friedreich ataxia inherited ?,information
What are the treatments for Friedreich ataxia ?,treatment
What is (are) Meesmann corneal dystrophy ?,information
How many people are affected by Meesmann corneal dystrophy ?,information
What are the genetic changes related to Meesmann corneal dystrophy ?,information
Is Meesmann corneal dystrophy inherited ?,information
What are the treatments for Meesmann corneal dystrophy ?,treatment
What is (are) factor X deficiency ?,information
How many people are affected by factor X deficiency ?,information
What are the genetic changes related to factor X deficiency ?,information
Is factor X deficiency inherited ?,information
What are the treatments for factor X deficiency ?,treatment
What is (are) Senior-Lken syndrome ?,information
How many people are affected by Senior-Lken syndrome ?,information
What are the genetic changes related to Senior-Lken syndrome ?,information
Is Senior-Lken syndrome inherited ?,information
What are the treatments for Senior-Lken syndrome ?,treatment
What is (are) primary myelofibrosis ?,information
How many people are affected by primary myelofibrosis ?,information
What are the genetic changes related to primary myelofibrosis ?,information
Is primary myelofibrosis inherited ?,information
What are the treatments for primary myelofibrosis ?,treatment
What is (are) piebaldism ?,information
How many people are affected by piebaldism ?,information
What are the genetic changes related to piebaldism ?,information
Is piebaldism inherited ?,information
What are the treatments for piebaldism ?,treatment
What is (are) Laron syndrome ?,information
How many people are affected by Laron syndrome ?,information
What are the genetic changes related to Laron syndrome ?,information
Is Laron syndrome inherited ?,information
What are the treatments for Laron syndrome ?,treatment
What is (are) spastic paraplegia type 15 ?,information
How many people are affected by spastic paraplegia type 15 ?,information
What are the genetic changes related to spastic paraplegia type 15 ?,information
Is spastic paraplegia type 15 inherited ?,information
What are the treatments for spastic paraplegia type 15 ?,treatment
What is (are) vitamin D-dependent rickets ?,information
How many people are affected by vitamin D-dependent rickets ?,information
What are the genetic changes related to vitamin D-dependent rickets ?,information
Is vitamin D-dependent rickets inherited ?,information
What are the treatments for vitamin D-dependent rickets ?,treatment
What is (are) 1q21.1 microdeletion ?,information
How many people are affected by 1q21.1 microdeletion ?,information
What are the genetic changes related to 1q21.1 microdeletion ?,information
Is 1q21.1 microdeletion inherited ?,information
What are the treatments for 1q21.1 microdeletion ?,treatment
What is (are) autosomal recessive hyper-IgE syndrome ?,information
How many people are affected by autosomal recessive hyper-IgE syndrome ?,information
What are the genetic changes related to autosomal recessive hyper-IgE syndrome ?,information
Is autosomal recessive hyper-IgE syndrome inherited ?,information
What are the treatments for autosomal recessive hyper-IgE syndrome ?,treatment
What is (are) infantile neuronal ceroid lipofuscinosis ?,information
How many people are affected by infantile neuronal ceroid lipofuscinosis ?,information
What are the genetic changes related to infantile neuronal ceroid lipofuscinosis ?,information
Is infantile neuronal ceroid lipofuscinosis inherited ?,information
What are the treatments for infantile neuronal ceroid lipofuscinosis ?,treatment
What is (are) Crigler-Najjar syndrome ?,information
How many people are affected by Crigler-Najjar syndrome ?,information
What are the genetic changes related to Crigler-Najjar syndrome ?,information
Is Crigler-Najjar syndrome inherited ?,information
What are the treatments for Crigler-Najjar syndrome ?,treatment
What is (are) idiopathic inflammatory myopathy ?,information
How many people are affected by idiopathic inflammatory myopathy ?,information
What are the genetic changes related to idiopathic inflammatory myopathy ?,information
Is idiopathic inflammatory myopathy inherited ?,information
What are the treatments for idiopathic inflammatory myopathy ?,treatment
What is (are) isobutyryl-CoA dehydrogenase deficiency ?,information
How many people are affected by isobutyryl-CoA dehydrogenase deficiency ?,information
What are the genetic changes related to isobutyryl-CoA dehydrogenase deficiency ?,information
Is isobutyryl-CoA dehydrogenase deficiency inherited ?,information
What are the treatments for isobutyryl-CoA dehydrogenase deficiency ?,treatment
What is (are) spastic paraplegia type 8 ?,information
How many people are affected by spastic paraplegia type 8 ?,information
What are the genetic changes related to spastic paraplegia type 8 ?,information
Is spastic paraplegia type 8 inherited ?,information
What are the treatments for spastic paraplegia type 8 ?,treatment
What is (are) lamellar ichthyosis ?,information
How many people are affected by lamellar ichthyosis ?,information
What are the genetic changes related to lamellar ichthyosis ?,information
Is lamellar ichthyosis inherited ?,information
What are the treatments for lamellar ichthyosis ?,treatment
What is (are) Huntington disease ?,information
How many people are affected by Huntington disease ?,information
What are the genetic changes related to Huntington disease ?,information
Is Huntington disease inherited ?,information
What are the treatments for Huntington disease ?,treatment
What is (are) dyserythropoietic anemia and thrombocytopenia ?,information
How many people are affected by dyserythropoietic anemia and thrombocytopenia ?,information
What are the genetic changes related to dyserythropoietic anemia and thrombocytopenia ?,information
Is dyserythropoietic anemia and thrombocytopenia inherited ?,information
What are the treatments for dyserythropoietic anemia and thrombocytopenia ?,treatment
What is (are) progressive pseudorheumatoid dysplasia ?,information
How many people are affected by progressive pseudorheumatoid dysplasia ?,information
What are the genetic changes related to progressive pseudorheumatoid dysplasia ?,information
Is progressive pseudorheumatoid dysplasia inherited ?,information
What are the treatments for progressive pseudorheumatoid dysplasia ?,treatment
What is (are) rapid-onset dystonia parkinsonism ?,information
How many people are affected by rapid-onset dystonia parkinsonism ?,information
What are the genetic changes related to rapid-onset dystonia parkinsonism ?,information
Is rapid-onset dystonia parkinsonism inherited ?,information
What are the treatments for rapid-onset dystonia parkinsonism ?,treatment
What is (are) breast cancer ?,information
How many people are affected by breast cancer ?,information
What are the genetic changes related to breast cancer ?,information
Is breast cancer inherited ?,information
What are the treatments for breast cancer ?,treatment
What is (are) Kniest dysplasia ?,information
How many people are affected by Kniest dysplasia ?,information
What are the genetic changes related to Kniest dysplasia ?,information
Is Kniest dysplasia inherited ?,information
What are the treatments for Kniest dysplasia ?,treatment
What is (are) ethylmalonic encephalopathy ?,information
How many people are affected by ethylmalonic encephalopathy ?,information
What are the genetic changes related to ethylmalonic encephalopathy ?,information
Is ethylmalonic encephalopathy inherited ?,information
What are the treatments for ethylmalonic encephalopathy ?,treatment
What is (are) cystinosis ?,information
How many people are affected by cystinosis ?,information
What are the genetic changes related to cystinosis ?,information
Is cystinosis inherited ?,information
What are the treatments for cystinosis ?,treatment
What is (are) mal de Meleda ?,information
How many people are affected by mal de Meleda ?,information
What are the genetic changes related to mal de Meleda ?,information
Is mal de Meleda inherited ?,information
What are the treatments for mal de Meleda ?,treatment
What is (are) familial hypobetalipoproteinemia ?,information
How many people are affected by familial hypobetalipoproteinemia ?,information
What are the genetic changes related to familial hypobetalipoproteinemia ?,information
Is familial hypobetalipoproteinemia inherited ?,information
What are the treatments for familial hypobetalipoproteinemia ?,treatment
What is (are) guanidinoacetate methyltransferase deficiency ?,information
How many people are affected by guanidinoacetate methyltransferase deficiency ?,information
What are the genetic changes related to guanidinoacetate methyltransferase deficiency ?,information
Is guanidinoacetate methyltransferase deficiency inherited ?,information
What are the treatments for guanidinoacetate methyltransferase deficiency ?,treatment
What is (are) 3-methylcrotonyl-CoA carboxylase deficiency ?,information
How many people are affected by 3-methylcrotonyl-CoA carboxylase deficiency ?,information
What are the genetic changes related to 3-methylcrotonyl-CoA carboxylase deficiency ?,information
Is 3-methylcrotonyl-CoA carboxylase deficiency inherited ?,information
What are the treatments for 3-methylcrotonyl-CoA carboxylase deficiency ?,treatment
What is (are) multiple epiphyseal dysplasia ?,information
How many people are affected by multiple epiphyseal dysplasia ?,information
What are the genetic changes related to multiple epiphyseal dysplasia ?,information
Is multiple epiphyseal dysplasia inherited ?,information
What are the treatments for multiple epiphyseal dysplasia ?,treatment
What is (are) autosomal dominant partial epilepsy with auditory features ?,information
How many people are affected by autosomal dominant partial epilepsy with auditory features ?,information
What are the genetic changes related to autosomal dominant partial epilepsy with auditory features ?,information
Is autosomal dominant partial epilepsy with auditory features inherited ?,information
What are the treatments for autosomal dominant partial epilepsy with auditory features ?,treatment
What is (are) hereditary hypophosphatemic rickets ?,information
How many people are affected by hereditary hypophosphatemic rickets ?,information
What are the genetic changes related to hereditary hypophosphatemic rickets ?,information
Is hereditary hypophosphatemic rickets inherited ?,information
What are the treatments for hereditary hypophosphatemic rickets ?,treatment
What is (are) Glanzmann thrombasthenia ?,information
How many people are affected by Glanzmann thrombasthenia ?,information
What are the genetic changes related to Glanzmann thrombasthenia ?,information
Is Glanzmann thrombasthenia inherited ?,information
What are the treatments for Glanzmann thrombasthenia ?,treatment
What is (are) neuroferritinopathy ?,information
How many people are affected by neuroferritinopathy ?,information
What are the genetic changes related to neuroferritinopathy ?,information
Is neuroferritinopathy inherited ?,information
What are the treatments for neuroferritinopathy ?,treatment
What is (are) Diamond-Blackfan anemia ?,information
How many people are affected by Diamond-Blackfan anemia ?,information
What are the genetic changes related to Diamond-Blackfan anemia ?,information
Is Diamond-Blackfan anemia inherited ?,information
What are the treatments for Diamond-Blackfan anemia ?,treatment
What is (are) 1p36 deletion syndrome ?,information
How many people are affected by 1p36 deletion syndrome ?,information
What are the genetic changes related to 1p36 deletion syndrome ?,information
Is 1p36 deletion syndrome inherited ?,information
What are the treatments for 1p36 deletion syndrome ?,treatment
What is (are) Crouzonodermoskeletal syndrome ?,information
How many people are affected by Crouzonodermoskeletal syndrome ?,information
What are the genetic changes related to Crouzonodermoskeletal syndrome ?,information
Is Crouzonodermoskeletal syndrome inherited ?,information
What are the treatments for Crouzonodermoskeletal syndrome ?,treatment
What is (are) osteoglophonic dysplasia ?,information
How many people are affected by osteoglophonic dysplasia ?,information
What are the genetic changes related to osteoglophonic dysplasia ?,information
Is osteoglophonic dysplasia inherited ?,information
What are the treatments for osteoglophonic dysplasia ?,treatment
What is (are) Schimke immuno-osseous dysplasia ?,information
How many people are affected by Schimke immuno-osseous dysplasia ?,information
What are the genetic changes related to Schimke immuno-osseous dysplasia ?,information
Is Schimke immuno-osseous dysplasia inherited ?,information
What are the treatments for Schimke immuno-osseous dysplasia ?,treatment
What is (are) oculocutaneous albinism ?,information
How many people are affected by oculocutaneous albinism ?,information
What are the genetic changes related to oculocutaneous albinism ?,information
Is oculocutaneous albinism inherited ?,information
What are the treatments for oculocutaneous albinism ?,treatment
What is (are) allergic asthma ?,information
How many people are affected by allergic asthma ?,information
What are the genetic changes related to allergic asthma ?,information
Is allergic asthma inherited ?,information
What are the treatments for allergic asthma ?,treatment
What is (are) ovarian cancer ?,information
How many people are affected by ovarian cancer ?,information
What are the genetic changes related to ovarian cancer ?,information
Is ovarian cancer inherited ?,information
What are the treatments for ovarian cancer ?,treatment
What is (are) multiple lentigines syndrome ?,information
How many people are affected by multiple lentigines syndrome ?,information
What are the genetic changes related to multiple lentigines syndrome ?,information
Is multiple lentigines syndrome inherited ?,information
What are the treatments for multiple lentigines syndrome ?,treatment
What is (are) congenital adrenal hyperplasia due to 11-beta-hydroxylase deficiency ?,information
How many people are affected by congenital adrenal hyperplasia due to 11-beta-hydroxylase deficiency ?,information
What are the genetic changes related to congenital adrenal hyperplasia due to 11-beta-hydroxylase deficiency ?,information
Is congenital adrenal hyperplasia due to 11-beta-hydroxylase deficiency inherited ?,information
What are the treatments for congenital adrenal hyperplasia due to 11-beta-hydroxylase deficiency ?,treatment
What is (are) adult polyglucosan body disease ?,information
How many people are affected by adult polyglucosan body disease ?,information
What are the genetic changes related to adult polyglucosan body disease ?,information
Is adult polyglucosan body disease inherited ?,information
What are the treatments for adult polyglucosan body disease ?,treatment
What is (are) cerebral cavernous malformation ?,information
How many people are affected by cerebral cavernous malformation ?,information
What are the genetic changes related to cerebral cavernous malformation ?,information
Is cerebral cavernous malformation inherited ?,information
What are the treatments for cerebral cavernous malformation ?,treatment
What is (are) succinate-CoA ligase deficiency ?,information
How many people are affected by succinate-CoA ligase deficiency ?,information
What are the genetic changes related to succinate-CoA ligase deficiency ?,information
Is succinate-CoA ligase deficiency inherited ?,information
What are the treatments for succinate-CoA ligase deficiency ?,treatment
What is (are) Cowden syndrome ?,information
How many people are affected by Cowden syndrome ?,information
What are the genetic changes related to Cowden syndrome ?,information
Is Cowden syndrome inherited ?,information
What are the treatments for Cowden syndrome ?,treatment
What is (are) familial glucocorticoid deficiency ?,information
How many people are affected by familial glucocorticoid deficiency ?,information
What are the genetic changes related to familial glucocorticoid deficiency ?,information
Is familial glucocorticoid deficiency inherited ?,information
What are the treatments for familial glucocorticoid deficiency ?,treatment
What is (are) caudal regression syndrome ?,information
How many people are affected by caudal regression syndrome ?,information
What are the genetic changes related to caudal regression syndrome ?,information
Is caudal regression syndrome inherited ?,information
What are the treatments for caudal regression syndrome ?,treatment
What is (are) Mowat-Wilson syndrome ?,information
