question,label
What are the symptoms of Primary Familial Brain Calcification ?,symptoms
What causes Primary Familial Brain Calcification ?,causes
How to diagnose Primary Familial Brain Calcification ?,tests
What are the treatments for Primary Familial Brain Calcification ?,treatment
What are the symptoms of Athabaskan brainstem dysgenesis ?,symptoms
What are the symptoms of GOMBO syndrome ?,symptoms
What is (are) Urea cycle disorders ?,information
What are the symptoms of Tetralogy of fallot and glaucoma ?,symptoms
What are the symptoms of Thyrotoxic periodic paralysis ?,symptoms
What is (are) SAPHO syndrome ?,information
What are the symptoms of SAPHO syndrome ?,symptoms
What are the treatments for SAPHO syndrome ?,treatment
What is (are) Necrotizing fasciitis ?,information
What are the symptoms of Necrotizing fasciitis ?,symptoms
What causes Necrotizing fasciitis ?,causes
What are the treatments for Necrotizing fasciitis ?,treatment
"What are the symptoms of Eyebrows duplication of, with stretchable skin and syndactyly ?",symptoms
"What are the symptoms of Ehlers-Danlos syndrome, spondylocheirodysplastic type ?",symptoms
What is (are) Spastic diplegia cerebral palsy ?,information
What are the symptoms of Spastic diplegia cerebral palsy ?,symptoms
What causes Spastic diplegia cerebral palsy ?,causes
Is Spastic diplegia cerebral palsy inherited ?,information
How to diagnose Spastic diplegia cerebral palsy ?,tests
What are the treatments for Spastic diplegia cerebral palsy ?,treatment
What are the symptoms of Autosomal dominant optic atrophy plus syndrome ?,symptoms
What are the symptoms of Raine syndrome ?,symptoms
"What is (are) Crigler Najjar syndrome, type 2 ?",information
"What are the symptoms of Crigler Najjar syndrome, type 2 ?",symptoms
"What are the treatments for Crigler Najjar syndrome, type 2 ?",treatment
What is (are) Aniridia ?,information
What are the symptoms of Aniridia ?,symptoms
What are the treatments for Aniridia ?,treatment
What are the symptoms of Kosztolanyi syndrome ?,symptoms
What is (are) Troyer syndrome ?,information
What are the symptoms of Troyer syndrome ?,symptoms
What causes Troyer syndrome ?,causes
Is Troyer syndrome inherited ?,information
What are the treatments for Troyer syndrome ?,treatment
What is (are) Lyme disease ?,information
What are the symptoms of Lyme disease ?,symptoms
"What are the symptoms of Cataracts, ataxia, short stature, and mental retardation ?",symptoms
What are the symptoms of Metaphyseal acroscyphodysplasia ?,symptoms
What are the symptoms of Multiple self healing squamous epithelioma ?,symptoms
What is (are) Miller syndrome ?,information
What are the symptoms of Miller syndrome ?,symptoms
What is (are) Cryptogenic organizing pneumonia ?,information
What are the symptoms of Cryptogenic organizing pneumonia ?,symptoms
What causes Cryptogenic organizing pneumonia ?,causes
Is Cryptogenic organizing pneumonia inherited ?,information
How to diagnose Cryptogenic organizing pneumonia ?,tests
What are the treatments for Cryptogenic organizing pneumonia ?,treatment
What is (are) Nonalcoholic steatohepatitis ?,information
What causes Nonalcoholic steatohepatitis ?,causes
How to diagnose Nonalcoholic steatohepatitis ?,tests
What are the treatments for Nonalcoholic steatohepatitis ?,treatment
What is (are) Hypertryptophanemia ?,information
What are the symptoms of Hypertryptophanemia ?,symptoms
What is (are) Myhre syndrome ?,information
What are the symptoms of Myhre syndrome ?,symptoms
What causes Myhre syndrome ?,causes
Is Myhre syndrome inherited ?,information
What are the treatments for Myhre syndrome ?,treatment
"What are the symptoms of Leukoencephalopathy, arthritis, colitis, and hypogammaglobulinema ?",symptoms
What is (are) McCune Albright syndrome ?,information
What are the symptoms of McCune Albright syndrome ?,symptoms
What causes McCune Albright syndrome ?,causes
Is McCune Albright syndrome inherited ?,information
What are the treatments for McCune Albright syndrome ?,treatment
What are the symptoms of Woolly hair hypotrichosis everted lower lip and outstanding ears ?,symptoms
What are the symptoms of Dengue fever ?,symptoms
What are the symptoms of Adrenocortical carcinoma ?,symptoms
What are the symptoms of Hypertrichosis congenital generalized X-linked ?,symptoms
What is (are) Porphyria cutanea tarda ?,information
What are the symptoms of Porphyria cutanea tarda ?,symptoms
What are the symptoms of Ankyloblepharon filiforme imperforate anus ?,symptoms
What are the symptoms of Multiple epiphyseal dysplasia 3 ?,symptoms
What are the symptoms of Cervical hypertrichosis peripheral neuropathy ?,symptoms
What are the symptoms of Chromosome 17q deletion ?,symptoms
What is (are) Pseudohypoaldosteronism type 2 ?,information
What are the symptoms of Pseudohypoaldosteronism type 2 ?,symptoms
What causes Pseudohypoaldosteronism type 2 ?,causes
How to diagnose Pseudohypoaldosteronism type 2 ?,tests
What are the treatments for Pseudohypoaldosteronism type 2 ?,treatment
What are the symptoms of Spastic paraplegia 5B ?,symptoms
What are the symptoms of Fitzsimmons-Guilbert syndrome ?,symptoms
What is (are) Bietti crystalline corneoretinal dystrophy ?,information
What are the symptoms of Bietti crystalline corneoretinal dystrophy ?,symptoms
What is (are) Osteopetrosis autosomal recessive 7 ?,information
What are the symptoms of Osteopetrosis autosomal recessive 7 ?,symptoms
What is (are) Medullary cystic kidney disease 1 ?,information
What are the symptoms of Medullary cystic kidney disease 1 ?,symptoms
What is (are) Cor triatriatum ?,information
What are the symptoms of ACTH-independent macronodular adrenal hyperplasia ?,symptoms
What are the symptoms of Dermatoosteolysis Kirghizian type ?,symptoms
What is (are) Larsen syndrome ?,information
What are the symptoms of Larsen syndrome ?,symptoms
Is Larsen syndrome inherited ?,information
What are the symptoms of Cardiocranial syndrome ?,symptoms
What are the symptoms of Hawkinsinuria ?,symptoms
What is (are) Eisenmenger syndrome ?,information
What are the symptoms of Eisenmenger syndrome ?,symptoms
What causes Eisenmenger syndrome ?,causes
What are the treatments for Eisenmenger syndrome ?,treatment
What are the symptoms of Osteogenesis imperfecta type VII ?,symptoms
What are the symptoms of Preaxial polydactyly type 4 ?,symptoms
What are the symptoms of Chromosome 19q13.11 deletion syndrome ?,symptoms
What is (are) Yellow nail syndrome ?,information
What are the symptoms of Yellow nail syndrome ?,symptoms
What causes Yellow nail syndrome ?,causes
What are the treatments for Yellow nail syndrome ?,treatment
What are the symptoms of Early infantile epileptic encephalopathy 25 ?,symptoms
"What is (are) Prader-Willi habitus, osteopenia, and camptodactyly ?",information
"What are the symptoms of Prader-Willi habitus, osteopenia, and camptodactyly ?",symptoms
What is (are) Neuronal ceroid lipofuscinosis 7 ?,information
What are the symptoms of Neuronal ceroid lipofuscinosis 7 ?,symptoms
What is (are) Late-Onset Familial Alzheimer Disease ?,information
What is (are) Glycogen storage disease type 1B ?,information
What are the symptoms of Glycogen storage disease type 1B ?,symptoms
What is (are) Crystal arthropathies ?,information
What is (are) Weill-Marchesani syndrome ?,information
What are the symptoms of Weill-Marchesani syndrome ?,symptoms
What causes Weill-Marchesani syndrome ?,causes
How to diagnose Weill-Marchesani syndrome ?,tests
What are the treatments for Weill-Marchesani syndrome ?,treatment
What is (are) Jejunal atresia ?,information
What are the symptoms of Jejunal atresia ?,symptoms
What causes Jejunal atresia ?,causes
Is Jejunal atresia inherited ?,information
How to diagnose Jejunal atresia ?,tests
What are the treatments for Jejunal atresia ?,treatment
What is (are) Parkinson disease ?,information
What are the symptoms of Parkinson disease ?,symptoms
What causes Parkinson disease ?,causes
Is Parkinson disease inherited ?,information
How to diagnose Parkinson disease ?,tests
"What is (are) Limb-girdle muscular dystrophy, type 2C ?",information
"What are the symptoms of Limb-girdle muscular dystrophy, type 2C ?",symptoms
"What are the treatments for Limb-girdle muscular dystrophy, type 2C ?",treatment
What are the symptoms of Bardet-Biedl syndrome 11 ?,symptoms
What are the symptoms of Pyridoxal 5'-phosphate-dependent epilepsy ?,symptoms
What is (are) Joubert syndrome ?,information
What are the symptoms of Joubert syndrome ?,symptoms
What causes Joubert syndrome ?,causes
Is Joubert syndrome inherited ?,information
What is (are) Glutamate formiminotransferase deficiency ?,information
What are the symptoms of Glutamate formiminotransferase deficiency ?,symptoms
"What are the symptoms of Severe immunodeficiency, autosomal recessive, T-cell negative, B-cell negative, NK cell-positive ?",symptoms
What is (are) VIPoma ?,information
What are the treatments for VIPoma ?,treatment
What is (are) Talipes equinovarus ?,information
What are the symptoms of Talipes equinovarus ?,symptoms
What is (are) Mitochondrial encephalomyopathy lactic acidosis and stroke-like episodes ?,information
What are the symptoms of Mitochondrial encephalomyopathy lactic acidosis and stroke-like episodes ?,symptoms
Is Mitochondrial encephalomyopathy lactic acidosis and stroke-like episodes inherited ?,information
How to diagnose Mitochondrial encephalomyopathy lactic acidosis and stroke-like episodes ?,tests
What are the symptoms of Dens in dente and palatal invaginations ?,symptoms
What are the symptoms of Bardet-Biedl syndrome 5 ?,symptoms
What is (are) Chiari malformation type 2 ?,information
What are the symptoms of Chiari malformation type 2 ?,symptoms
Is Chiari malformation type 2 inherited ?,information
What is (are) Hereditary elliptocytosis ?,information
What are the symptoms of CODAS syndrome ?,symptoms
What is (are) Lujan syndrome ?,information
What are the symptoms of Lujan syndrome ?,symptoms
What is (are) Psoriatic juvenile idiopathic arthritis ?,information
What is (are) MYH-associated polyposis ?,information
What are the symptoms of MYH-associated polyposis ?,symptoms
What causes MYH-associated polyposis ?,causes
What is (are) Chromosome 4p deletion ?,information
What is (are) Lactate dehydrogenase deficiency ?,information
What are the symptoms of Amaurosis congenita cone-rod type with congenital hypertrichosis ?,symptoms
What causes Primary melanoma of the central nervous system ?,causes
"What are the symptoms of Ichthyosis, acquired ?",symptoms
What is (are) Celiac artery compression syndrome ?,information
What are the symptoms of Celiac artery compression syndrome ?,symptoms
What causes Celiac artery compression syndrome ?,causes
How to diagnose Celiac artery compression syndrome ?,tests
What are the treatments for Celiac artery compression syndrome ?,treatment
What are the symptoms of Supraumbilical midabdominal raphe and facial cavernous hemangiomas ?,symptoms
What is (are) Familial dermographism ?,information
What are the symptoms of Familial dermographism ?,symptoms
What are the symptoms of Brachycephalofrontonasal dysplasia ?,symptoms
What are the symptoms of Spondylometaphyseal dysplasia Sedaghatian type ?,symptoms
"What is (are) Hydrops, Ectopic calcification, Moth-eaten skeletal dysplasia ?",information
"What are the symptoms of Hydrops, Ectopic calcification, Moth-eaten skeletal dysplasia ?",symptoms
"What causes Hydrops, Ectopic calcification, Moth-eaten skeletal dysplasia ?",causes
"How to diagnose Hydrops, Ectopic calcification, Moth-eaten skeletal dysplasia ?",tests
What is (are) Intellectual disability-developmental delay-contractures syndrome ?,information
What are the symptoms of Intellectual disability-developmental delay-contractures syndrome ?,symptoms
Is Intellectual disability-developmental delay-contractures syndrome inherited ?,information
What are the symptoms of Alveolar capillary dysplasia ?,symptoms
What is (are) Pityriasis lichenoides chronica ?,information
What are the symptoms of Pityriasis lichenoides chronica ?,symptoms
How to diagnose Pityriasis lichenoides chronica ?,tests
What are the treatments for Pityriasis lichenoides chronica ?,treatment
What is (are) Patulous Eustachian Tube ?,information
What are the treatments for Patulous Eustachian Tube ?,treatment
What is (are) Tylosis with esophageal cancer ?,information
What are the symptoms of Tylosis with esophageal cancer ?,symptoms
What causes Tylosis with esophageal cancer ?,causes
Is Tylosis with esophageal cancer inherited ?,information
What are the treatments for Tylosis with esophageal cancer ?,treatment
What is (are) Light chain deposition disease ?,information
Is Light chain deposition disease inherited ?,information
What are the symptoms of Autosomal recessive Charcot-Marie-Tooth disease with hoarseness ?,symptoms
What are the symptoms of Bjornstad syndrome ?,symptoms
What are the symptoms of Spondyloepimetaphyseal dysplasia X-linked ?,symptoms
What is (are) Warfarin sensitivity ?,information
What are the symptoms of Warfarin sensitivity ?,symptoms
What are the symptoms of Graham Boyle Troxell syndrome ?,symptoms
What are the symptoms of Chondrocalcinosis 1 ?,symptoms
"What are the symptoms of Paget disease of bone, familial ?",symptoms
What is (are) Kallmann syndrome ?,information
What are the symptoms of Kallmann syndrome ?,symptoms
Is Kallmann syndrome inherited ?,information
What is (are) Leber hereditary optic neuropathy ?,information
What are the symptoms of Leber hereditary optic neuropathy ?,symptoms
What causes Leber hereditary optic neuropathy ?,causes
Is Leber hereditary optic neuropathy inherited ?,information
What are the symptoms of Charcot-Marie-Tooth disease type 2J ?,symptoms
What is (are) Dravet syndrome ?,information
What are the symptoms of Dravet syndrome ?,symptoms
What is (are) Charcot-Marie-Tooth disease type 2B ?,information
What are the symptoms of Charcot-Marie-Tooth disease type 2B ?,symptoms
What is (are) Generalized pustular psoriasis ?,information
What are the symptoms of Generalized pustular psoriasis ?,symptoms
"What are the symptoms of Deafness, autosomal dominant nonsyndromic sensorineural 23 ?",symptoms
"What is (are) Salivary gland cancer, adult ?",information
What are the symptoms of X-linked Charcot-Marie-Tooth disease type 2 ?,symptoms
What are the symptoms of Paragangliomas 4 ?,symptoms
What is (are) Wolff-Parkinson-White syndrome ?,information
What are the symptoms of Wolff-Parkinson-White syndrome ?,symptoms
What causes Wolff-Parkinson-White syndrome ?,causes
Is Wolff-Parkinson-White syndrome inherited ?,information
What is (are) Landau-Kleffner syndrome ?,information
What are the symptoms of Landau-Kleffner syndrome ?,symptoms
How to diagnose Landau-Kleffner syndrome ?,tests
What are the symptoms of Epiphyseal dysplasia multiple with early-onset diabetes mellitus ?,symptoms
What are the symptoms of ICF syndrome ?,symptoms
What is (are) Hypolipoproteinemia ?,information
What are the symptoms of Hypolipoproteinemia ?,symptoms
What causes Hypolipoproteinemia ?,causes
What is (are) Notalgia paresthetica ?,information
What are the treatments for Notalgia paresthetica ?,treatment
What is (are) Congenital adrenal hyperplasia ?,information
What are the symptoms of Congenital adrenal hyperplasia ?,symptoms
What causes Congenital adrenal hyperplasia ?,causes
Is Congenital adrenal hyperplasia inherited ?,information
How to diagnose Congenital adrenal hyperplasia ?,tests
What are the treatments for Congenital adrenal hyperplasia ?,treatment
What are the symptoms of Alopecia epilepsy oligophrenia syndrome of Moynahan ?,symptoms
What are the symptoms of Griscelli syndrome type 3 ?,symptoms
What is (are) Medium-chain acyl-coenzyme A dehydrogenase deficiency ?,information
What are the symptoms of Medium-chain acyl-coenzyme A dehydrogenase deficiency ?,symptoms
What causes Medium-chain acyl-coenzyme A dehydrogenase deficiency ?,causes
Is Medium-chain acyl-coenzyme A dehydrogenase deficiency inherited ?,information
How to diagnose Medium-chain acyl-coenzyme A dehydrogenase deficiency ?,tests
What is (are) Non-involuting congenital hemangioma ?,information
How to diagnose Non-involuting congenital hemangioma ?,tests
What are the treatments for Non-involuting congenital hemangioma ?,treatment
What is (are) Proteus-like syndrome ?,information
What are the symptoms of Familial renal cell carcinoma ?,symptoms
What are the symptoms of PAGOD syndrome ?,symptoms
What are the symptoms of McDonough syndrome ?,symptoms
What is (are) Multiple endocrine neoplasia type 2A ?,information
What are the symptoms of Multiple endocrine neoplasia type 2A ?,symptoms
Is Multiple endocrine neoplasia type 2A inherited ?,information
What is (are) Chromosome 16q deletion ?,information
What are the symptoms of Corneal endothelial dystrophy type 2 ?,symptoms
Is Corneal endothelial dystrophy type 2 inherited ?,information
What is (are) Achondroplasia and severe combined immunodeficiency ?,information
What are the symptoms of Achondroplasia and severe combined immunodeficiency ?,symptoms
What is (are) Cri du chat syndrome ?,information
What are the symptoms of Cri du chat syndrome ?,symptoms
What causes Cri du chat syndrome ?,causes
Is Cri du chat syndrome inherited ?,information
What are the treatments for Cri du chat syndrome ?,treatment
What is (are) Complement component 2 deficiency ?,information
What are the symptoms of Complement component 2 deficiency ?,symptoms
"What are the symptoms of Early-onset myopathy, areflexia, respiratory distress and dysphagia ?",symptoms
"What are the symptoms of Amelogenesis imperfecta, hypoplastic/hypomaturation, X-linked 2 ?",symptoms
What are the symptoms of Weyers ulnar ray/oligodactyly syndrome ?,symptoms
What is (are) Citrullinemia type I ?,information
What are the symptoms of Citrullinemia type I ?,symptoms
What causes Citrullinemia type I ?,causes
Is Citrullinemia type I inherited ?,information
What are the treatments for Citrullinemia type I ?,treatment
What is (are) Hyper-IgD syndrome ?,information
What are the symptoms of Hyper-IgD syndrome ?,symptoms
What causes Hyper-IgD syndrome ?,causes
Is Hyper-IgD syndrome inherited ?,information
What are the treatments for Hyper-IgD syndrome ?,treatment
What are the symptoms of WT limb blood syndrome ?,symptoms
What are the symptoms of Nelson syndrome ?,symptoms
What are the symptoms of Conductive deafness with malformed external ear ?,symptoms
What are the symptoms of Brachydactyly types B and E combined ?,symptoms
What are the symptoms of Choroidal dystrophy central areolar ?,symptoms
What is (are) Schimke immunoosseous dysplasia ?,information
What are the symptoms of Schimke immunoosseous dysplasia ?,symptoms
How to diagnose Schimke immunoosseous dysplasia ?,tests
What are the treatments for Schimke immunoosseous dysplasia ?,treatment
What are the symptoms of Spastic paraplegia 16 ?,symptoms
What is (are) Pyruvate carboxylase deficiency ?,information
What are the symptoms of Pyruvate carboxylase deficiency ?,symptoms
Is Pyruvate carboxylase deficiency inherited ?,information
What is (are) Zellweger spectrum ?,information
What are the symptoms of Autosomal dominant deafness-onychodystrophy syndrome ?,symptoms
What is (are) Congenitally corrected transposition of the great arteries ?,information
What causes Congenitally corrected transposition of the great arteries ?,causes
What is (are) Acute alcohol sensitivity ?,information
What are the symptoms of Acute alcohol sensitivity ?,symptoms
"What are the symptoms of Retinitis pigmentosa, deafness, mental retardation, and hypogonadism ?",symptoms
What is (are) Charcot-Marie-Tooth disease ?,information
What are the symptoms of Charcot-Marie-Tooth disease ?,symptoms
What is (are) De Barsy syndrome ?,information
What are the symptoms of De Barsy syndrome ?,symptoms
What is (are) Sclerosing mucoepidermoid carcinoma with eosinophilia ?,information
What are the symptoms of Midphalangeal hair ?,symptoms
"What are the symptoms of Symphalangism, distal, with microdontia, dental pulp stones, and narrowed zygomatic arch ?",symptoms
What are the symptoms of Cleft palate X-linked ?,symptoms
What are the symptoms of Mucolipidosis III alpha/beta ?,symptoms
What are the symptoms of Multicentric osteolysis nephropathy ?,symptoms
What are the symptoms of Brachydactyly type A2 ?,symptoms
What is (are) Jervell Lange-Nielsen syndrome ?,information
What are the symptoms of Jervell Lange-Nielsen syndrome ?,symptoms
What is (are) Centronuclear myopathy ?,information
What are the symptoms of Centronuclear myopathy ?,symptoms
What are the symptoms of Banki syndrome ?,symptoms
What are the symptoms of Limb deficiencies distal with micrognathia ?,symptoms
What are the symptoms of X-linked lissencephaly with abnormal genitalia ?,symptoms
What is (are) Marfan syndrome ?,information
What are the symptoms of Marfan syndrome ?,symptoms
Is Marfan syndrome inherited ?,information
What are the symptoms of Paris-Trousseau thrombocytopenia ?,symptoms
"What are the symptoms of Mental retardation-hypotonic facies syndrome X-linked, 1 ?",symptoms
What are the symptoms of MORM syndrome ?,symptoms
What are the symptoms of Aplasia cutis congenita intestinal lymphangiectasia ?,symptoms
What are the symptoms of Pseudodiastrophic dysplasia ?,symptoms
What are the symptoms of Reardon Wilson Cavanagh syndrome ?,symptoms
What are the symptoms of Patterned dystrophy of retinal pigment epithelium ?,symptoms
What are the symptoms of Jensen syndrome ?,symptoms
What is (are) Postural orthostatic tachycardia syndrome ?,information
What are the symptoms of Postural orthostatic tachycardia syndrome ?,symptoms
What causes Postural orthostatic tachycardia syndrome ?,causes
Is Postural orthostatic tachycardia syndrome inherited ?,information
How to diagnose Postural orthostatic tachycardia syndrome ?,tests
What are the treatments for Postural orthostatic tachycardia syndrome ?,treatment
What is (are) 2-methyl-3-hydroxybutyric aciduria ?,information
What are the symptoms of 2-methyl-3-hydroxybutyric aciduria ?,symptoms
What are the symptoms of Otofaciocervical syndrome ?,symptoms
What are the symptoms of Syngnathia multiple anomalies ?,symptoms
What is (are) Fournier gangrene ?,information
What are the symptoms of Cerebral gigantism jaw cysts ?,symptoms
What is (are) Chromosome 7p deletion ?,information
What are the symptoms of Haim-Munk syndrome ?,symptoms
What is (are) Virus associated hemophagocytic syndrome ?,information
What is (are) Opsismodysplasia ?,information
What are the symptoms of Opsismodysplasia ?,symptoms
What are the symptoms of Keratoconus posticus circumscriptus ?,symptoms
What is (are) Limb-girdle muscular dystrophy ?,information
Is Limb-girdle muscular dystrophy inherited ?,information
What are the treatments for Limb-girdle muscular dystrophy ?,treatment
What is (are) Limited cutaneous systemic sclerosis ?,information
What are the symptoms of Limited cutaneous systemic sclerosis ?,symptoms
What are the treatments for Limited cutaneous systemic sclerosis ?,treatment
What are the symptoms of Frontometaphyseal dysplasia ?,symptoms
What is (are) Coccygodynia ?,information
What are the symptoms of Coccygodynia ?,symptoms
What causes Coccygodynia ?,causes
What are the treatments for Coccygodynia ?,treatment
What is (are) Axenfeld-Rieger syndrome type 2 ?,information
What are the symptoms of Axenfeld-Rieger syndrome type 2 ?,symptoms
What are the symptoms of Glomerulonephritis with sparse hair and telangiectases ?,symptoms
What are the symptoms of 18 Hydroxylase deficiency ?,symptoms
What are the symptoms of Juvenile myelomonocytic leukemia ?,symptoms
What are the symptoms of Smith McCort dysplasia ?,symptoms
What are the symptoms of Epilepsy occipital calcifications ?,symptoms
"What is (are) Epidermolysis bullosa simplex, generalized ?",information
"What are the symptoms of Epidermolysis bullosa simplex, generalized ?",symptoms
"What are the treatments for Epidermolysis bullosa simplex, generalized ?",treatment
"What are the symptoms of Short stature syndrome, Brussels type ?",symptoms
What are the symptoms of Faciocardiorenal syndrome ?,symptoms
What are the symptoms of Scalp defects postaxial polydactyly ?,symptoms
What is (are) Bilateral frontoparietal polymicrogyria ?,information
What are the symptoms of Bilateral frontoparietal polymicrogyria ?,symptoms
What are the symptoms of Axial osteomalacia ?,symptoms
What is (are) Satoyoshi syndrome ?,information
What are the symptoms of Satoyoshi syndrome ?,symptoms
What is (are) Fowler's syndrome ?,information
What are the symptoms of Fowler's syndrome ?,symptoms
What causes Fowler's syndrome ?,causes
How to diagnose Fowler's syndrome ?,tests
What are the treatments for Fowler's syndrome ?,treatment
What are the symptoms of Nestor-guillermo progeria syndrome ?,symptoms
What is (are) Myotonia congenita autosomal dominant ?,information
What are the symptoms of Myotonia congenita autosomal dominant ?,symptoms
What is (are) Pontocerebellar hypoplasia type 1 ?,information
What are the symptoms of Pontocerebellar hypoplasia type 1 ?,symptoms
What causes Pontocerebellar hypoplasia type 1 ?,causes
Is Pontocerebellar hypoplasia type 1 inherited ?,information
What are the treatments for Pontocerebellar hypoplasia type 1 ?,treatment
What is (are) Trichorhinophalangeal syndrome type 3 ?,information
What are the symptoms of Trichorhinophalangeal syndrome type 3 ?,symptoms
What is (are) Syndrome of inappropriate antidiuretic hormone ?,information
What are the symptoms of Syndrome of inappropriate antidiuretic hormone ?,symptoms
What causes Syndrome of inappropriate antidiuretic hormone ?,causes
What are the treatments for Syndrome of inappropriate antidiuretic hormone ?,treatment
What is (are) Intrahepatic cholangiocarcinoma ?,information
What are the treatments for Intrahepatic cholangiocarcinoma ?,treatment
What is (are) Neuronal ceroid lipofuscinosis 9 ?,information
What are the symptoms of Neuronal ceroid lipofuscinosis 9 ?,symptoms
What is (are) Williams syndrome ?,information
What are the symptoms of Williams syndrome ?,symptoms
What causes Williams syndrome ?,causes
Is Williams syndrome inherited ?,information
What is (are) Multiple pterygium syndrome Escobar type ?,information
What are the symptoms of Multiple pterygium syndrome Escobar type ?,symptoms
What causes Multiple pterygium syndrome Escobar type ?,causes
How to diagnose Multiple pterygium syndrome Escobar type ?,tests
What are the treatments for Multiple pterygium syndrome Escobar type ?,treatment
What is (are) Femoral facial syndrome ?,information
What are the symptoms of Femoral facial syndrome ?,symptoms
Is Femoral facial syndrome inherited ?,information
What is (are) Mixed connective tissue disease ?,information
What are the symptoms of Mixed connective tissue disease ?,symptoms
What causes Mixed connective tissue disease ?,causes
Is Mixed connective tissue disease inherited ?,information
How to diagnose Mixed connective tissue disease ?,tests
What are the treatments for Mixed connective tissue disease ?,treatment
What is (are) Osteochondritis dissecans ?,information
What are the symptoms of Osteochondritis dissecans ?,symptoms
What causes Osteochondritis dissecans ?,causes
How to diagnose Osteochondritis dissecans ?,tests
What are the treatments for Osteochondritis dissecans ?,treatment
What are the symptoms of Pseudoainhum ?,symptoms
What is (are) Schindler disease type 1 ?,information
What are the symptoms of Schindler disease type 1 ?,symptoms
What causes Schindler disease type 1 ?,causes
Is Schindler disease type 1 inherited ?,information
What are the symptoms of Dyssynergia cerebellaris myoclonica ?,symptoms
What are the symptoms of Oral submucous fibrosis ?,symptoms
What is (are) Biotinidase deficiency ?,information
What are the symptoms of Biotinidase deficiency ?,symptoms
What are the symptoms of Mesomelic dwarfism cleft palate camptodactyly ?,symptoms
What is (are) Ellis-Van Creveld syndrome ?,information
What are the symptoms of Ellis-Van Creveld syndrome ?,symptoms
What is (are) Adenoid cystic carcinoma ?,information
What causes Adenoid cystic carcinoma ?,causes
Is Adenoid cystic carcinoma inherited ?,information
What is (are) Ornithine transcarbamylase deficiency ?,information
What are the symptoms of Ornithine transcarbamylase deficiency ?,symptoms
What causes Ornithine transcarbamylase deficiency ?,causes
Is Ornithine transcarbamylase deficiency inherited ?,information
What are the symptoms of SCARF syndrome ?,symptoms
What is (are) Mycetoma ?,information
What are the symptoms of Hirschsprung disease polydactyly heart disease ?,symptoms
"What are the symptoms of Thyrotropin deficiency, isolated ?",symptoms
What are the symptoms of Van Buchem disease type 2 ?,symptoms
"What are the symptoms of Maturity-onset diabetes of the young, type 7 ?",symptoms
"What are the symptoms of Dentin dysplasia, type 1 ?",symptoms
What is (are) Hypothalamic dysfunction ?,information
What are the symptoms of Hypothalamic dysfunction ?,symptoms
What causes Hypothalamic dysfunction ?,causes
What are the treatments for Hypothalamic dysfunction ?,treatment
What is (are) Camurati-Engelmann disease ?,information
What are the symptoms of Camurati-Engelmann disease ?,symptoms
What causes Camurati-Engelmann disease ?,causes
Is Camurati-Engelmann disease inherited ?,information
How to diagnose Camurati-Engelmann disease ?,tests
What are the treatments for Camurati-Engelmann disease ?,treatment
What is (are) Periventricular heterotopia ?,information
What are the symptoms of Periventricular heterotopia ?,symptoms
How to diagnose Periventricular heterotopia ?,tests
What are the treatments for Periventricular heterotopia ?,treatment
What is (are) Hermansky-Pudlak syndrome ?,information
What are the symptoms of Hermansky-Pudlak syndrome ?,symptoms
What is (are) Schistosomiasis ?,information
What are the symptoms of Schistosomiasis ?,symptoms
How to diagnose Schistosomiasis ?,tests
What is (are) Herpes simplex encephalitis ?,information
What are the symptoms of Microphthalmia syndromic 6 ?,symptoms
What is (are) Spina bifida occulta ?,information
What are the symptoms of Spina bifida occulta ?,symptoms
What is (are) Afibrinogenemia ?,information
What are the symptoms of Afibrinogenemia ?,symptoms
What causes Afibrinogenemia ?,causes
Is Afibrinogenemia inherited ?,information
What are the treatments for Afibrinogenemia ?,treatment
What is (are) Carpenter syndrome ?,information
What are the symptoms of Carpenter syndrome ?,symptoms
What are the symptoms of Cutaneous mastocytoma ?,symptoms
What are the symptoms of Spastic ataxia Charlevoix-Saguenay type ?,symptoms
What is (are) Amyotrophic lateral sclerosis ?,information
What are the symptoms of Amyotrophic lateral sclerosis ?,symptoms
What causes Amyotrophic lateral sclerosis ?,causes
Is Amyotrophic lateral sclerosis inherited ?,information
How to diagnose Amyotrophic lateral sclerosis ?,tests
What are the treatments for Amyotrophic lateral sclerosis ?,treatment
What are the symptoms of Ichthyosis prematurity syndrome ?,symptoms
What is (are) Trigeminal neuralgia ?,information
What are the symptoms of Trigeminal neuralgia ?,symptoms
What are the treatments for Trigeminal neuralgia ?,treatment
What is (are) Inclusion body myopathy 2 ?,information
What are the symptoms of Inclusion body myopathy 2 ?,symptoms
What causes Inclusion body myopathy 2 ?,causes
Is Inclusion body myopathy 2 inherited ?,information
What are the treatments for Inclusion body myopathy 2 ?,treatment
What is (are) Pars planitis ?,information
What are the symptoms of Pars planitis ?,symptoms
What causes Pars planitis ?,causes
How to diagnose Pars planitis ?,tests
What are the treatments for Pars planitis ?,treatment
What is (are) Myelomeningocele ?,information
What are the symptoms of Myelomeningocele ?,symptoms
What are the treatments for Myelomeningocele ?,treatment
What is (are) Thiamine responsive megaloblastic anemia syndrome ?,information
What are the symptoms of Thiamine responsive megaloblastic anemia syndrome ?,symptoms
What are the symptoms of Liver failure acute infantile ?,symptoms
What are the symptoms of Hamanishi Ueba Tsuji syndrome ?,symptoms
What is (are) Adult-onset vitelliform macular dystrophy ?,information
